"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","98","Inicio de Sesion existoso con Microsoft","","Sat Aug 31 14:55:19 PET 2024","passed","Sat Aug 31 14:55:19 PET 2024","","","",""
"","165","El usuario puede ver los eventos después de hacer clic en el botón","","Sat Aug 31 14:55:19 PET 2024","passed","Sat Aug 31 14:55:19 PET 2024","","","",""
